"Cost_of_Goods_Sold_EURO","Quantity_units","Number_of_Deliveries","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Geographical_Area","Plant","Customer_Class","Turnover_Range_EURO","Product_Line","Product_Type","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs"
989.94,7,4,28,117.25,1151,"UKE","UK","Others","b 20-100","Profiles","Metal Profiles",156.01,30.05,1.58,191.56
7102.87,70,64,22,1123.5,326,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",507.68,595.28,5.77,709.01
1063.73,10,18,23,160.5,1359,"ITA","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",148.54,117.13,0.81,165.66
18964.8,170,15,24,2728.5,2232,"CEU","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",625.69,1410.63,146.96,1688.55
1115.58,10,18,24,160.5,1359,"CEU","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",77.61,83.17,8.79,167.44
6803.58,60,51,24,979.05,138,"CEU","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",180.24,504.8,52.25,629.09
226.79,2,4,23,32.1,2657,"CEU","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",23.88,17.09,1.86,85.6
1163.14,10,18,25,159.1,2046,"IAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",73.26,86.28,0.88,227.06
690.22,5,4,21,79.8,1041,"SCA","Southern Italy","Others","e >500","Profiles","Metal Profiles",57.45,57.25,0.88,135.09
1081.41,10,68,21,161.26,1275,"UKE","UK","Others","c 100-250","Profiles","Metal Profiles",194.26,24.19,1.21,147.79
810.02,6,4,23,95.46,910,"ITA","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",59.67,65.33,0.59,141.27
306.38,3,4,24,47.73,3980,"CSI","Southern Italy","Others","a 0-20","Profiles","Metal Profiles",26.77,73.22,0.25,104.82
443.98,5,4,22,76.05,4363,"ITA","Southern Italy","Others","e >500","Profiles","Metal Profiles",43.49,42.85,0.46,116.31
1145.45,10,18,25,168.4,2079,"CEU","Southern Italy","Others","e >500","Profiles","Metal Profiles",99.45,28.91,0.74,229.82
733.36,5,4,23,85,812,"ITA","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",50.89,53.78,0.59,120.49
1708.33,15,4,24,249.15,3338,"FRA","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",69.17,108.95,1.21,341.75
7509.34,60,18,36,1156.8,706,"NAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",275.02,239.08,17.9,1096.42
2518.39,20,18,36,385.6,3756,"NAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",103,78.43,5.63,449.54
2555.09,20,4,36,385.6,3756,"NAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",85.96,80.77,5.97,449.68
8498.45,50,18,0,0,1,"NAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",197.7,257.89,17.55,291.24
1728.63,15,18,31,272.25,3476,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",65.79,119.67,1.63,399.03
623.17,5,4,31,90.3,1172,"ITA","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",38.73,73.39,0.49,175.9
1961.34,15,4,31,361.2,3094,"SCA","Southern Italy","Others","e >500","Profiles","Metal Profiles",143.41,163.42,2.48,320.09
653.78,5,4,31,361.2,1172,"FRA","Southern Italy","Others","e >500","Profiles","Metal Profiles",32.83,67.57,0.66,106.7
738.23,6,18,29,108.9,1048,"ITA","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",63.42,86.45,0.55,142.71
2229.55,20,4,30,366.2,3315,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",50.89,149.13,1.97,312.39
729.39,6,4,31,108.36,1330,"ITA","Southern Italy","Nationals","a 0-20","Profiles","Metal Profiles",60.59,75.33,0.64,192.16
850.37,6,4,33,108.36,1330,"FRA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",64.21,64.05,0.66,233.26
38636.3,310,4,31,8307.6,4334,"SCA","Southern Italy","Others","e >500","Profiles","Metal Profiles",3360.61,935.81,28.63,5182.44
18694.98,150,29,31,8307.6,2857,"SCA","Southern Italy","Others","e >500","Profiles","Metal Profiles",1013.99,1444.82,16.89,2496.93
4139.3,30,40,31,549,4468,"CSI","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",191.28,633.07,3.43,624.4
3563.63,28,18,30,481.6,3704,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",121.89,88.51,3.05,382.24
1399.33,10,4,31,180.5,2476,"UKE","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",56.59,45.83,1.47,261.48
671.28,2,18,42,75.92,4363,"UKE","UK","Nationals","e >500","Profiles","Metal Profiles",96.36,20.42,0.98,277.78
335.77,1,4,42,37.96,3034,"UKE","UK","Nationals","e >500","Profiles","Metal Profiles",52.15,10.95,0.53,246.32
1216.99,5,4,47,194.55,1900,"APA","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",54.57,31.09,0.91,1141.46
726.82,6,4,23,106.98,2042,"CSI","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",32.98,20.93,0.62,190.11
1128.14,8,4,31,148.96,2466,"IAM","Southern Italy","Others","a 0-20","Profiles","Metal Profiles",57.24,35.34,1.08,262.58
432.94,3,4,31,55.5,4407,"FRA","Southern Italy","Nationals","b 20-100","Profiles","Metal Profiles",21.22,41.08,0.43,140.87
731.88,5,18,31,93.85,1172,"ITA","Southern Italy","Nationals","a 0-20","Profiles","Metal Profiles",109.53,71.11,0.53,177.73
9262.22,80,29,34,1702.4,722,"IAM","Southern Italy","Others","c 100-250","Profiles","Metal Profiles",273.28,373.59,6.22,998.84
1130.45,10,18,35,212.8,1977,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",78.37,77.47,1.04,203.21
26689.57,215,5,34,4575.2,3597,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",637.14,1687.73,20.89,3441.15
6232.55,48,60,25,1006.56,138,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",243.05,526.16,5.57,649.88
433.05,4,4,25,77.48,4392,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",48.14,37.6,0.42,98.73
11110.08,70,74,42,1565.9,1401,"NAM","USA","Nationals","e >500","Profiles","Metal Profiles",841.94,751.29,54.59,1139.39
1818.9,12,4,40,274.44,2538,"NAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",66.24,57.08,4.16,276.37
16001.23,89,64,45,2031.12,1590,"NAM","USA","Nationals","e >500","Profiles","Metal Profiles",1106.44,1094.13,79.51,1582.71
359.58,2,18,45,2031.12,3442,"NAM","USA","Nationals","e >500","Profiles","Metal Profiles",24.59,26.98,0.34,36.03
88549.74,563,21,44,12397.26,1136,"NAM","USA","Nationals","e >500","Profiles","Metal Profiles",5487.02,5282.76,383.42,8430.16
2602.99,15,4,39,320.85,3135,"APA","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",79.86,144.55,2.3,383.52
1226.24,10,18,35,205.5,2047,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",73.41,105.61,1.16,251.17
506.04,4,4,35,82.2,822,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",30.2,43.77,0.48,173.06
1141.22,8,4,36,171.84,2434,"CSI","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",55.09,30.79,0.9,299.77
1197.16,10,18,35,216.3,1984,"ITA","Southern Italy","Others","e >500","Profiles","Metal Profiles",94.44,125.08,0.93,203.35
3616.82,30,29,35,648.9,3987,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",203.3,294.91,2.76,437.07
31035.83,224,27,35,4953.27,3240,"UKE","UK","Nationals","e >500","Profiles","Metal Profiles",4163.52,824.05,38.65,2750.72
692.76,5,29,35,4953.27,982,"UKE","UK","Nationals","e >500","Profiles","Metal Profiles",94.29,18.65,0.88,61.86
5618.74,45,18,35,984.6,124,"CEU","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",272.86,363.41,6.64,626.88
1212.44,10,18,35,216.3,1984,"ITA","Southern Italy","Others","e >500","Profiles","Metal Profiles",93.87,126.33,0.92,203.62
2564.47,20,29,35,432.6,3152,"SCA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",129.13,118.76,3.76,323.03
705.76,6,18,35,122.46,1381,"UKE","UK","Nationals","e >500","Profiles","Metal Profiles",121.27,21.29,1.02,186.9
6624.93,45,29,35,1312.8,124,"IAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",297.18,487.01,4.53,615.4
736.1,5,4,35,1312.8,985,"CEU","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",41.97,47.18,0.87,70.68
1472.21,10,29,35,1312.8,2005,"FRA","Southern Italy","Others","e >500","Profiles","Metal Profiles",74.29,152.48,1.43,141.37
7277.84,60,18,35,1312.8,454,"CSI","Southern Italy","Others","a 0-20","Profiles","Metal Profiles",485.15,1051.39,5.14,788.87
1780.07,15,18,35,328.2,2651,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",68.66,126.85,1.77,271.08
9150.76,60,18,33,1312.8,454,"ITA","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",384.89,300.45,6.1,821.52
7625.63,50,18,33,1094,251,"ITA","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",313.76,250.38,5.08,693.12
6317.54,40,18,33,875.2,8,"ITA","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",290.42,207.3,4.2,572.97
4214.06,30,4,35,648.9,3987,"FRA","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",183.09,319.97,3.62,447.6
1612.15,12,18,35,367.71,2158,"IAM","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",160.23,87.93,1.5,204.31
671.73,5,4,35,367.71,982,"CSI","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",37.17,38.26,0.48,85.13
33824.36,178,16,39,3773.6,3559,"CEU","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",790.01,2416.97,224.92,4170.5
800.93,6,4,35,216.3,1111,"IAM","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",81.16,43.22,0.72,123.47
533.95,4,4,35,216.3,4482,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",37.99,45.56,0.45,82.31
4817.6,40,4,35,875.2,8,"CSI","Southern Italy","Others","a 0-20","Profiles","Metal Profiles",323.11,697.22,3.48,570.03
70222.24,560,10,36,12252.8,1058,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",1639.79,4564.49,58.12,6792.29
410.8,3,4,36,65.64,3995,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",26.45,27.95,0.37,123.81
3715.02,20,18,39,432.7,3933,"CEU","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",109.43,267,25.53,969.95
1605.72,12,18,35,259.56,2158,"IAM","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",157.84,87.75,1.5,233.62
2652.14,18,51,10,273.78,4051,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",174.16,127.92,2.58,461.95
2622.55,17,40,10,250.75,3974,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",158.49,126.59,2.56,437.76
875.7,5,4,13,180.24,1971,"UKE","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",35.33,33.2,0.86,146.53
1225.98,7,40,13,180.24,2541,"UKE","UK","Nationals","b 20-100","Profiles","Metal Profiles",143.1,26.69,1.21,205.15
6937.02,40,18,34,691.6,1448,"NAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",239.69,234.43,19.43,1250.12
937.66,5,4,19,85.3,1800,"CSI","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",39.59,141.46,0.66,178.55
3581.31,20,18,19,341.2,4171,"CSI","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",133.09,541.04,2.57,542.58
949.85,5,4,19,96,1900,"SCA","Southern Italy","Others","e >500","Profiles","Metal Profiles",68.38,71.41,0.77,180.41
33717.29,180,74,23,3440,3887,"SCA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",939,1403.38,36.23,4598.93
3746.37,20,4,23,3440,4245,"CEU","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",119.49,184.96,2.68,513.3
407.46,2,4,23,35.78,4269,"SCA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",34.47,17.21,0.46,122.85
1886.58,10,4,23,275.2,2991,"SCA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",93.95,78.16,2.02,297.25
943.29,5,4,23,275.2,1854,"CEU","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",50.66,46.21,0.67,148.62
557.57,3,29,23,211.9,1151,"FRA","Southern Italy","Others","c 100-250","Profiles","Metal Profiles",29.6,39.36,0.41,100.55
1858.58,10,18,23,211.9,3310,"SCA","Southern Italy","Others","e >500","Profiles","Metal Profiles",128.57,143.88,1.69,335.15
724.72,5,4,23,81.5,2011,"ITA","Southern Italy","Others","c 100-250","Profiles","Metal Profiles",54.32,63.21,0.63,216.11
2883.7,16,29,23,342.3,4171,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",100.34,218.36,15.07,501.69
901.16,5,4,23,342.3,2011,"ITA","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",58.27,106.35,0.72,156.78
4846.74,29,51,23,472.7,433,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",168.67,370.42,25.82,870.96
920.25,5,4,23,81.5,2011,"ITA","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",61.82,78.06,0.79,210.45
2231.42,15,18,23,244.5,4012,"ITA","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",157.13,197.09,2.3,491.87
916.96,5,18,23,81.5,2011,"ITA","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",84.42,77.83,0.79,209.25
2825.65,15,29,28,240.75,4009,"SCA","Southern Italy","Others","e >500","Profiles","Metal Profiles",176.29,223.41,2.85,508.7
2867.05,15,29,18,271.5,3381,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",98.97,222.66,2.02,391.38
2819.82,16,29,23,260.8,4171,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",114.43,214.87,14.93,516.03
937.06,5,4,23,80.25,2009,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",38.86,71.15,4.92,210.56
695.18,5,4,18,75.6,1165,"SCA","Southern Italy","Others","e >500","Profiles","Metal Profiles",40.84,52.55,0.58,141.38
1732.16,11,18,30,182.71,3431,"APA","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",81.01,96.85,1.57,429.66
1808.8,11,18,28,179.41,3435,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",93.83,139.33,9.79,388.42
877.98,5,4,23,81.55,2011,"ITA","Southern Italy","Others","d 250-500","Profiles","Metal Profiles",60.29,103.3,0.68,207.96
250.55,2,4,23,31.22,4164,"ITA","Southern Italy","Others","e >500","Profiles","Metal Profiles",35.83,24.77,0.32,123.61
5997.35,30,29,23,495.3,470,"ITA","Southern Italy","Others","e >500","Profiles","Metal Profiles",196.85,308.06,453.67,929.73
1891.67,10,4,36,192.8,3478,"NAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",65.75,58.27,4.09,419.77
11430.41,60,29,36,1156.8,2296,"NAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",337.58,351.27,24.55,1987.03
1917.39,10,4,36,192.8,3490,"NAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",66.43,58.8,4.09,422
1611.3,8,18,25,254.1,2611,"UKE","UK","Others","b 20-100","Profiles","Metal Profiles",290.2,44.64,2.32,238.1
1208.47,6,18,25,254.1,2073,"UKE","UK","Nationals","b 20-100","Profiles","Metal Profiles",182.99,33.07,1.56,178.58
421.71,2,4,27,36.3,843,"FRA","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",33.84,30.48,0.34,143.39
8859.77,45,18,29,823.95,1462,"SCA","Southern Italy","Others","e >500","Profiles","Metal Profiles",523.56,721.18,10.18,1251.98
961.91,5,4,29,91.55,1969,"ITA","Southern Italy","Others","e >500","Profiles","Metal Profiles",64.1,100.98,0.78,208.12
2936.85,17,18,29,311.27,4188,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",115.74,234.06,17.04,514.38
3526.3,18,29,29,329.58,4254,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",136.41,281.41,20.51,553.96
1576.89,8,18,31,146.48,3048,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",92.61,124.97,9.05,347.88
3944.37,20,18,29,366.2,4446,"ITA","Southern Italy","Others","e >500","Profiles","Metal Profiles",134.59,202.61,302.45,610.88
791.23,5,4,29,91.5,1969,"CSI","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",51.88,44.77,0.55,219.76
19227.05,95,29,31,1739.45,3214,"CSI","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",336.56,1146.94,13.54,3105.69
1152.89,5,4,38,105.4,2111,"APA","Southern Italy","Nationals","c 100-250","Profiles","Metal Profiles",44.48,63.78,1.04,303.61
17351.6,92,68,19,1858.4,2333,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",578.64,1545.91,17.83,2100.22
763.74,4,4,34,82.6,1810,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",44.35,68.73,0.81,203.88
1564.03,8,18,34,165.28,2929,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",80.51,141.27,1.67,314.45
807.11,5,4,35,109.4,2011,"CSI","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",45.43,253.23,0.91,234.46
2204.92,11,18,35,240.68,3433,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",86.97,167.66,11.62,393.81
2487.39,13,29,35,284.44,3744,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",91.37,192.09,13.54,445.27
1050.13,5,4,35,109.4,2011,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",40.83,80.06,5.57,230.55
1011.08,5,4,35,328.2,2011,"CSI","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",50.71,58.42,0.71,168.14
2022.16,10,18,35,328.2,3309,"ITA","Southern Italy","Nationals","e >500","Profiles","Metal Profiles",79.47,154.1,10.71,336.29
2127.73,10,18,35,218.8,3309,"IAM","Southern Italy","Others","e >500","Profiles","Metal Profiles",93.05,154.52,1.34,368.94
581.81,3,4,35,65.64,1151,"IAM","Southern Italy","Others","c 100-250","Profiles","Metal Profiles",46.39,23.79,0.41,171.88
1640.47,10,4,35,218.8,3309,"CSI","Southern Italy","Others","a 0-20","Profiles","Metal Profiles",117.76,238.1,1.26,368.55
15409.88,80,60,36,1732.8,2726,"ITA","Southern Italy","Nationals","d 250-500","Profiles","Metal Profiles",359.76,1043.59,13.82,2240.91
848.1,5,4,35,109.45,2011,"CSI","Southern Italy","Others","b 20-100","Profiles","Metal Profiles",48.26,50.73,0.7,236.96
1681.47,1630,74,1,0,1,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",278.19,363.07,19.89,26.74
142.68,1000,4,1,0,2,"SCA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",55.03,24.38,0.19,30.96
428.04,3000,29,1,0,2,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",155.96,33.29,0.45,92.89
166.94,1170,40,1,0,2,"SAM","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",58.65,15.85,0.27,36.23
235.44,1650,74,1,0,2,"CEU","Spain","Others","e >500","Plugs and Caps","Spare Parts",87.6,18.1,0.25,51.09
121.86,854,64,1,0,2,"NAM","USA","Strategic","Strategic","Plugs and Caps","Spare Parts",52.82,17.15,0.26,26.44
209.8,20,4,0,0,1,"CSI","Spain","Others","a 0-20","Plugs and Caps","Spare Parts",21.49,60.89,0.35,10.51
536.55,50,4,0,0,1,"CSI","Spain","Others","a 0-20","Plugs and Caps","Spare Parts",34.43,150.29,0.84,17.6
1222.89,2000,40,1,0,2,"CEU","Spain","Strategic","Strategic","Plugs and Caps","Spare Parts",76.18,155.16,24.21,43.69
110.39,200,4,1,0,1,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Spare Parts",59.86,14.8,0.14,11.8
178.99,200,4,1,0,1,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Spare Parts",29.59,23.04,0.14,98.27
178.99,200,4,1,0,1,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",21.44,17.43,1.16,98.27
447.46,500,4,1,0,1,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",62.02,62.29,0.28,245.69
89.49,100,4,1,0,1,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Spare Parts",12.58,13.63,0.1,49.14
234.72,100,18,1,0,1,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",19.3,22.14,0.67,33.41
234.72,100,4,1,0,1,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Spare Parts",23.71,34.7,0.11,33.41
196.8,226,4,1,0,1,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Spare Parts",368.43,18.25,0.16,177.69
257.32,100,4,2,0,1,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",43.44,36.62,0.24,207.44
103.75,2,4,2,21,3640,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",33.26,14.55,0.07,19.6
259.37,5,4,2,21,1192,"CEU","Northern Italy","Strategic","Strategic","Plugs and Caps","Spare Parts",76.63,34.63,0.48,49.01
1121.34,20,29,2,60,3718,"ITA","Northern Italy","Others","c 100-250","Plugs and Caps","Spare Parts",96.6,126.91,1.48,102.38
924.4,3,4,1,0,1,"FRA","Northern Italy","Strategic","Strategic","Plugs and Caps","Spare Parts",49.05,81.96,0.73,58.42
